handle,caption_name,location,location_lower,type,exclude_groups,.1,.2,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
diplo_nath,High Commission of Canada in UK Minister-Counsellor and Senior Trade Commissioner,UK,uk,Ambassadors & Representatives,,,uk;canada;united kingdom,Ambassadors&Representatives,High Commission of Canada in UK Minister-Counsellor and Senior Trade Commissioner,,dgm_og_mentioner_v6,d5b2da1fc8d9281ff449dbfd4e1ccc7f,dgm_og_mentioner_v6__d5b2da1fc8d9281ff449dbfd4e1ccc7f
ykaritanyi,"Rwandan High Commissioner to UK, Malta and non-resident Ambassador to Ireland",UK,uk,Ambassadors & Representatives,,,uk;rwanda;united kingdom,Ambassadors&Representatives,"Rwandan High Commissioner to UK, Malta and non-resident Ambassador to Ireland",,dgm_og_mentioner_v6,268517787fc8ffb9fef47dadc8729cd6,dgm_og_mentioner_v6__268517787fc8ffb9fef47dadc8729cd6
baeidinejad,Iranian Ambassador to UK,UK,uk,Ambassadors & Representatives,,,uk;iran;united kingdom,Ambassadors&Representatives,Iranian Ambassador to UK,,dgm_og_mentioner_v6,3bd2533a30680422ada8cfb3a00a3ecb,dgm_og_mentioner_v6__3bd2533a30680422ada8cfb3a00a3ecb
tiinaintelmann,Estonian Ambassador to UK,UK,uk,Ambassadors & Representatives,,,uk;estonia;united kingdom,Ambassadors&Representatives,Estonian Ambassador to UK,,dgm_og_mentioner_v6,3bbd388501efad8f4fc80d66b8dd8c5f,dgm_og_mentioner_v6__3bbd388501efad8f4fc80d66b8dd8c5f
dconcar,UK High Commisioner to Tanzania,UK,uk,Ambassadors & Representatives,,,uk;uk;united kingdom,Ambassadors&Representatives,UK High Commisioner to Tanzania,,dgm_og_mentioner_v6,f5e71a6b2538100d9a33f19c956ad6d1,dgm_og_mentioner_v6__f5e71a6b2538100d9a33f19c956ad6d1
richard_nepal,UK High Commisioner to Fiji,UK,uk,Ambassadors & Representatives,,,uk;uk;united kingdom,Ambassadors&Representatives,UK High Commisioner to Fiji,,dgm_og_mentioner_v6,4dd76b19247efabc22ed95b589739a98,dgm_og_mentioner_v6__4dd76b19247efabc22ed95b589739a98
karenmcluskie,Head of UK India Tech Partnership at British High Commission,UK,uk,Ambassadors & Representatives,,,uk;uk;united kingdom,Ambassadors&Representatives,Head of UK India Tech Partnership at British High Commission,,dgm_og_mentioner_v6,47b217981e86631ae0d1802cb78f7053,dgm_og_mentioner_v6__47b217981e86631ae0d1802cb78f7053
davidmoranfcdo,"COP26 Regional Ambassador for Europe, Central Asia, Turkey and Iran",UK,uk,Ambassadors & Representatives,,,uk;uk;united kingdom,Ambassadors&Representatives,"COP26 Regional Ambassador for Europe, Central Asia, Turkey and Iran",,dgm_og_mentioner_v6,e4e75f384304f28daa71a499c3ed45b3,dgm_og_mentioner_v6__e4e75f384304f28daa71a499c3ed45b3
aichasanni,Gabonese Ambassador to UK,UK,uk,Ambassadors & Representatives,,,uk;gabon;united kingdom,Ambassadors&Representatives,Gabonese Ambassador to UK,,dgm_og_mentioner_v6,15854d914f45c164fef0328112805168,dgm_og_mentioner_v6__15854d914f45c164fef0328112805168
pj_parham,UK Commonwealth Envoy,UK,uk,Ambassadors & Representatives,,,uk;uk;united kingdom,Ambassadors&Representatives,UK Commonwealth Envoy,,dgm_og_mentioner_v6,1f0fbb561939cf52f33ca570d3be73a2,dgm_og_mentioner_v6__1f0fbb561939cf52f33ca570d3be73a2
usambuk,US Ambassador to UK,UK,uk,Ambassadors & Representatives,,,uk;united states;united kingdom,Ambassadors&Representatives,US Ambassador to UK,,dgm_og_mentioner_v6,00429f66aaf46d02683a63f23192013c,dgm_og_mentioner_v6__00429f66aaf46d02683a63f23192013c
mkeinanen,Finnish Ambassador to the UK,UK,uk,Ambassadors & Representatives,,,uk;finland;united kingdom,Ambassadors&Representatives,Finnish Ambassador to the UK,,dgm_og_mentioner_v6,f96a3fffde66991658a5a5a661d8f93d,dgm_og_mentioner_v6__f96a3fffde66991658a5a5a661d8f93d
amb_yakovenko,Russian Ambassador to UK,UK,uk,Ambassadors & Representatives,,,uk;russia;united kingdom,Ambassadors&Representatives,Russian Ambassador to UK,,dgm_og_mentioner_v6,90f00a17ace72705cf8b4464a139486a,dgm_og_mentioner_v6__90f00a17ace72705cf8b4464a139486a
scottylinda,Namibian High Commissioner to UK,UK,uk,Ambassadors & Representatives,,,uk;namibia;united kingdom,Ambassadors&Representatives,Namibian High Commissioner to UK,,dgm_og_mentioner_v6,020e30d471a868f8e35650fe0bf73874,dgm_og_mentioner_v6__020e30d471a868f8e35650fe0bf73874
eevriviades,Cypriot High Commissioner to UK,UK,uk,Ambassadors & Representatives,,,uk;cyprus;united kingdom,Ambassadors&Representatives,Cypriot High Commissioner to UK,,dgm_og_mentioner_v6,3bce22469440c3c4f7f3ce2ecbdd94a1,dgm_og_mentioner_v6__3bce22469440c3c4f7f3ce2ecbdd94a1
uksyriarep,UK Special Representative to Syria,UK,uk,Ambassadors & Representatives,,,uk;uk;united kingdom,Ambassadors&Representatives,UK Special Representative to Syria,,dgm_og_mentioner_v6,fcd2e70e775595711715efeb1ce1a52f,dgm_og_mentioner_v6__fcd2e70e775595711715efeb1ce1a52f
usambuk,US Ambassador to the UK,UK,uk,US ambassadors,,,uk;united states;united kingdom,UsAmbassadors,US Ambassador to the UK,,dgm_og_mentioner_v6,d4a840b5a4654f9c4c85f6001198d2fe,dgm_og_mentioner_v6__d4a840b5a4654f9c4c85f6001198d2fe
mnomoradi,Iranian Ambassador to Ukraine and Moldova,Ukraine,ukraine,Ambassadors & Representatives,,,ukraine;iran,Ambassadors&Representatives,Iranian Ambassador to Ukraine and Moldova,,dgm_og_mentioner_v6,309561a4165b120da731c7203bd5e367,dgm_og_mentioner_v6__309561a4165b120da731c7203bd5e367
lgaladza,Canadian Ambassador to Ukraine,Ukraine,ukraine,Ambassadors & Representatives,,,ukraine;canada,Ambassadors&Representatives,Canadian Ambassador to Ukraine,,dgm_og_mentioner_v6,b78aed08d11c79cd126591665c752b96,dgm_og_mentioner_v6__b78aed08d11c79cd126591665c752b96
yelchenkoun,Ukrainian Ambassador to US,Ukraine,ukraine,Ambassadors & Representatives,,,ukraine;ukraine,Ambassadors&Representatives,Ukrainian Ambassador to US,,dgm_og_mentioner_v6,95dc3a92efe6fc1d8c8556256723feea,dgm_og_mentioner_v6__95dc3a92efe6fc1d8c8556256723feea
gepec14,German Ambassador to Ukraine,Ukraine,ukraine,Ambassadors & Representatives,,,ukraine;germany,Ambassadors&Representatives,German Ambassador to Ukraine,,dgm_og_mentioner_v6,0b2cd52f4b86a655aeaaa2cfba4bba04,dgm_og_mentioner_v6__0b2cd52f4b86a655aeaaa2cfba4bba04
olex_scherba,Ukrainian Ambassador to Austria,Ukraine,ukraine,Ambassadors & Representatives,,,ukraine;ukraine,Ambassadors&Representatives,Ukrainian Ambassador to Austria,,dgm_og_mentioner_v6,767d509008ba001ff7581626cffb2066,dgm_og_mentioner_v6__767d509008ba001ff7581626cffb2066
dmytrokuleba,Ukrainian Foreign Minister Kuleba,Ukraine,ukraine,Foreign Minister,,,ukraine,ForeignMinister,Ukrainian Foreign Minister Kuleba,,dgm_og_mentioner_v6,9e41f297578bfa8d95cebadb8a5848b6,dgm_og_mentioner_v6__9e41f297578bfa8d95cebadb8a5848b6
mfa_ukraine,Ukrainian Foreign Ministry,Ukraine,ukraine,Foreign Ministry,,,ukraine,ForeignMinistry,Ukrainian Foreign Ministry,,dgm_og_mentioner_v6,a12d841751baef120cf651e40cf6325c,dgm_og_mentioner_v6__a12d841751baef120cf651e40cf6325c
denys_shmyhal,Ukrainian Prime Minister Shmyhal,Ukraine,ukraine,Heads of State,,,ukraine,HeadsOfState,Ukrainian Prime Minister Shmyhal,,dgm_og_mentioner_v6,7be5655126faa3b8f6894e299fbc2c12,dgm_og_mentioner_v6__7be5655126faa3b8f6894e299fbc2c12
zelenskyyua,Ukrainian President Zelensky,Ukraine,ukraine,Heads of State,,,ukraine,HeadsOfState,Ukrainian President Zelensky,,dgm_og_mentioner_v6,4e74cfc50ed9570188140269acfb2740,dgm_og_mentioner_v6__4e74cfc50ed9570188140269acfb2740
yelchenkoun,Ukrainian Ambassador to US,Ukraine,ukraine,Host Nation Ambassadors to US,,,ukraine,HostNationAmbassadorsToUs,Ukrainian Ambassador to US,,dgm_og_mentioner_v6,95dc3a92efe6fc1d8c8556256723feea,dgm_og_mentioner_v6__95dc3a92efe6fc1d8c8556256723feea
burhangafoor,Singaporean Ambassador to UN,UN,un,Ambassadors & Representatives,,,un;singapore,Ambassadors&Representatives,Singaporean Ambassador to UN,,dgm_og_mentioner_v6,41152387c3e846351b7a77b585b22ea6,dgm_og_mentioner_v6__41152387c3e846351b7a77b585b22ea6
girmaasmerom,Eritrean Ambassador to UN,UN,un,Ambassadors & Representatives,,,un;eritrea,Ambassadors&Representatives,Eritrean Ambassador to UN,,dgm_og_mentioner_v6,01954b6a0f8b8f8877b322d5a5c6cb56,dgm_og_mentioner_v6__01954b6a0f8b8f8877b322d5a5c6cb56
nevillegertze,Namibian Ambassador to UN,UN,un,Ambassadors & Representatives,,,un;namibia,Ambassadors&Representatives,Namibian Ambassador to UN,,dgm_og_mentioner_v6,8a581878a205c73c5e04b64949d22188,dgm_og_mentioner_v6__8a581878a205c73c5e04b64949d22188
sergiykyslytsya,Ukrainian Ambassador to UN,UN,un,Ambassadors & Representatives,,,un;ukraine,Ambassadors&Representatives,Ukrainian Ambassador to UN,,dgm_og_mentioner_v6,4a20b673c7c42bcf7f1987c7ab528b8b,dgm_og_mentioner_v6__4a20b673c7c42bcf7f1987c7ab528b8b
dkamb_ungva,Danish Ambassador to UN,UN,un,Ambassadors & Representatives,,,un;denmark,Ambassadors&Representatives,Danish Ambassador to UN,,dgm_og_mentioner_v6,fcc5207b2397364d2c84bdb726d97c3b,dgm_og_mentioner_v6__fcc5207b2397364d2c84bdb726d97c3b
tahersonni,Libyan Permanent Representative to UN,UN,un,Ambassadors & Representatives,,,un;libya,Ambassadors&Representatives,Libyan Permanent Representative to UN,,dgm_og_mentioner_v6,f6adb948807b93f2df3b99186d24fef4,dgm_og_mentioner_v6__f6adb948807b93f2df3b99186d24fef4
vrugwabiza,Rwandan Permanent Representative to UN,UN,un,Ambassadors & Representatives,,,un;rwanda,Ambassadors&Representatives,Rwandan Permanent Representative to UN,,dgm_og_mentioner_v6,22eb2eed795606b7a3cb779e3da63961,dgm_og_mentioner_v6__22eb2eed795606b7a3cb779e3da63961
kirstikauppi,Finnish Ambassador to UN,UN,un,Ambassadors & Representatives,,,un;finland,Ambassadors&Representatives,Finnish Ambassador to UN,,dgm_og_mentioner_v6,7f8398a25205223a96263bcc040b6c4f,dgm_og_mentioner_v6__7f8398a25205223a96263bcc040b6c4f
swissambun_ny,Swiss Permanent Representative to UN,UN,un,Ambassadors & Representatives,,,un;switzerland;un,Ambassadors&Representatives,Swiss Permanent Representative to UN,,dgm_og_mentioner_v6,7a23ee2680d155443e20d39c0ac54239,dgm_og_mentioner_v6__7a23ee2680d155443e20d39c0ac54239
ambmoses,Nauruan Permanent Representative to UN,UN,un,Ambassadors & Representatives,,,un;nauru;un,Ambassadors&Representatives,Nauruan Permanent Representative to UN,,dgm_og_mentioner_v6,3f3c8e614474bc865feaf50ef2307ea0,dgm_og_mentioner_v6__3f3c8e614474bc865feaf50ef2307ea0
michalmlynar,Slovakian Ambassador to UN,UN,un,Ambassadors & Representatives,,,un;slovakia,Ambassadors&Representatives,Slovakian Ambassador to UN,,dgm_og_mentioner_v6,7e5560c7b4c6b7f878e74fe1d3b5316c,dgm_og_mentioner_v6__7e5560c7b4c6b7f878e74fe1d3b5316c
lplesner,Danish Permanent Representative to UN,UN,un,Ambassadors & Representatives,,,un;denmark,Ambassadors&Representatives,Danish Permanent Representative to UN,,dgm_og_mentioner_v6,c1a6d325e408d325822a7f911d71d405,dgm_og_mentioner_v6__c1a6d325e408d325822a7f911d71d405
hingolfsson,Icelandic Ambassador to UN,UN,un,Ambassadors & Representatives,,,un;iceland,Ambassadors&Representatives,Icelandic Ambassador to UN,,dgm_og_mentioner_v6,aa1bd02cc5cb531848fe78459be3dde4,dgm_og_mentioner_v6__aa1bd02cc5cb531848fe78459be3dde4
billehermann,Danish Permanent Representative to UN,UN,un,Ambassadors & Representatives,,,un;denamrk,Ambassadors&Representatives,Danish Permanent Representative to UN,,dgm_og_mentioner_v6,c1a6d325e408d325822a7f911d71d405,dgm_og_mentioner_v6__c1a6d325e408d325822a7f911d71d405
simonmanleyfcdo,UK Ambassador to UN and WTO,"UN, WTO","un, wto",Ambassadors & Representatives,,,"un, wto;uk",Ambassadors&Representatives,UK Ambassador to UN and WTO,,dgm_og_mentioner_v6,66a3083996e927a60d99c1d3cff92086,dgm_og_mentioner_v6__66a3083996e927a60d99c1d3cff92086
adoniaayebare,Ugandan Ambassador to UN,"UN, WTO","un, wto",Ambassadors & Representatives,,,"un, wto;uganda",Ambassadors&Representatives,Ugandan Ambassador to UN,,dgm_og_mentioner_v6,9771a8eac6f7f4adf61ce5f9b936f3ce,dgm_og_mentioner_v6__9771a8eac6f7f4adf61ce5f9b936f3ce
moniquevdaalen,"Dutch Permanent Representative to UN, and WTO","UN, WTO","un, wto",Ambassadors & Representatives,,,"un, wto;netherlands",Ambassadors&Representatives,"Dutch Permanent Representative to UN, and WTO",,dgm_og_mentioner_v6,302f0e1eedd06a1a073942d494f32a71,dgm_og_mentioner_v6__302f0e1eedd06a1a073942d494f32a71
saharbaassiri,Lebanese Ambassador to UNESCO,UNESCO,unesco,Ambassadors & Representatives,,,unesco;lebanon,Ambassadors&Representatives,Lebanese Ambassador to UNESCO,,dgm_og_mentioner_v6,4f46719c404f4a4dc68bdebff9540318,dgm_og_mentioner_v6__4f46719c404f4a4dc68bdebff9540318
abzayed,UAE Foreign Minister Zayed,United Arab Emirates,united arab emirates,Foreign Minister,,,united arab emirates,ForeignMinister,UAE Foreign Minister Zayed,,dgm_og_mentioner_v6,92eb22632a44422cc7c763ab8f541bca,dgm_og_mentioner_v6__92eb22632a44422cc7c763ab8f541bca
hhshkmohd,UAE Prime Minister,united arab emirates,united arab emirates,Heads of State,,,united arab emirates,HeadsOfState,UAE Prime Minister,,dgm_og_mentioner_v6,723a920d94f45ad649781706f80a3e15,dgm_og_mentioner_v6__723a920d94f45ad649781706f80a3e15
ferenckumin,Hungarian Ambassador to UK,United Kingdom,united kingdom,Ambassadors & Representatives,,,united kingdom;hungary,Ambassadors&Representatives,Hungarian Ambassador to UK,,dgm_og_mentioner_v6,76643f3a2d25509038d82dbf94a919e7,dgm_og_mentioner_v6__76643f3a2d25509038d82dbf94a919e7
harrietlmathews,Deputy Political Director at UK Foreign Development Office,United Kingdom,united kingdom,Ambassadors & Representatives,,,united kingdom;united kingdom,Ambassadors&Representatives,Deputy Political Director at UK Foreign Development Office,,dgm_og_mentioner_v6,8fdedf9a02a461559d3f35ea78e751f4,dgm_og_mentioner_v6__8fdedf9a02a461559d3f35ea78e751f4
ukinmontserrat,Governor of Montserrat,United Kingdom,united kingdom,Ambassadors & Representatives,,,united kingdom;united kingdom,Ambassadors&Representatives,Governor of Montserrat,,dgm_og_mentioner_v6,930a639d1d97560fca93292d9c28aaef,dgm_og_mentioner_v6__930a639d1d97560fca93292d9c28aaef
renatasnorkus,Lithuanian Ambassador to UK,United Kingdom,united kingdom,Ambassadors & Representatives,,,united kingdom;lithuania,Ambassadors&Representatives,Lithuanian Ambassador to UK,,dgm_og_mentioner_v6,e542ab2244e496593faa7094e69eb511,dgm_og_mentioner_v6__e542ab2244e496593faa7094e69eb511
hmavivienlife,Director at UK Department for International Trade,United Kingdom,united kingdom,Ambassadors & Representatives,,,united kingdom;united kingdom,Ambassadors&Representatives,Director at UK Department for International Trade,,dgm_og_mentioner_v6,2a76e4cde5fce9675747663396bd6ff9,dgm_og_mentioner_v6__2a76e4cde5fce9675747663396bd6ff9
valedealmeidaeu,EU Ambassador to UK,United Kingdom,united kingdom,Ambassadors & Representatives,,,united kingdom;portugal,Ambassadors&Representatives,EU Ambassador to UK,,dgm_og_mentioner_v6,58f3cfd1bb9788f379ad7de503939c4f,dgm_og_mentioner_v6__58f3cfd1bb9788f379ad7de503939c4f
ortizfabrega,Costa Rican Ambassador to UK,United Kingdom,united kingdom,Ambassadors & Representatives,,,united kingdom;costa rica,Ambassadors&Representatives,Costa Rican Ambassador to UK,,dgm_og_mentioner_v6,43fdbf85501dc6ff274b9823efd8f435,dgm_og_mentioner_v6__43fdbf85501dc6ff274b9823efd8f435
10downingstreet,UK Prime Minister Johnson,United Kingdom,United Kingdom,Heads of State,,,united kingdom,HeadsOfState,UK Prime Minister Johnson,,dgm_og_mentioner_v6,9fa2b4178a980ec9ee7d3060bc974c55,dgm_og_mentioner_v6__9fa2b4178a980ec9ee7d3060bc974c55
borisjohnson,UK Prime Minister Johnson,United Kingdom,United Kingdom,Heads of State,,,united kingdom,HeadsOfState,UK Prime Minister Johnson,,dgm_og_mentioner_v6,9fa2b4178a980ec9ee7d3060bc974c55,dgm_og_mentioner_v6__9fa2b4178a980ec9ee7d3060bc974c55
karenpierceuk,UK Ambassador to US,United Kingdom,united kingdom,Host Nation Ambassadors to US,,,united kingdom,HostNationAmbassadorsToUs,UK Ambassador to US,,dgm_og_mentioner_v6,255941890754d625b0f765542c21e94b,dgm_og_mentioner_v6__255941890754d625b0f765542c21e94b
trussliz,UK Foreign Secretary Truss,United Kingdoms,united kingdoms,Foreign Minister,,,united kingdoms,ForeignMinister,UK Foreign Secretary Truss,,dgm_og_mentioner_v6,1adc59cf09f92ecad8879037f95129e8,dgm_og_mentioner_v6__1adc59cf09f92ecad8879037f95129e8
amblutfi,Indonesian Ambassador to UN,United States,united states,Ambassadors & Representatives,,,united states;indonesia,Ambassadors&Representatives,Indonesian Ambassador to UN,,dgm_og_mentioner_v6,f8e119659e96f4176105a700a9722407,dgm_og_mentioner_v6__f8e119659e96f4176105a700a9722407
norwayambusa,Norwegian Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;norway,Ambassadors&Representatives,Norwegian Ambassador to US,,dgm_og_mentioner_v6,e583499d0d43e18b878b7bbbad33033f,dgm_og_mentioner_v6__e583499d0d43e18b878b7bbbad33033f
chinaambun,Chinese Ambassador to UN,United States,united states,Ambassadors & Representatives,,,united states;china,Ambassadors&Representatives,Chinese Ambassador to UN,,dgm_og_mentioner_v6,9fc9d59f521f06bf2ef8dcd28254ac14,dgm_og_mentioner_v6__9fc9d59f521f06bf2ef8dcd28254ac14
takhtravanchi,Iranian Ambassador to UN,United States,united states,Ambassadors & Representatives,,,united states;iran;un,Ambassadors&Representatives,Iranian Ambassador to UN,,dgm_og_mentioner_v6,32bc25c2896192aa0dc7f74946225bf9,dgm_og_mentioner_v6__32bc25c2896192aa0dc7f74946225bf9
sandhutaranjits,Indian Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;india,Ambassadors&Representatives,Indian Ambassador to US,,dgm_og_mentioner_v6,43ed67db533c090cb64616291c6077cc,dgm_og_mentioner_v6__43ed67db533c090cb64616291c6077cc
pakistanpr_un,Pakistani Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;pakistan;un,Ambassadors&Representatives,Pakistani Representative to UN,,dgm_og_mentioner_v6,69863c33d67c03feb006fc23f4c41a92,dgm_og_mentioner_v6__69863c33d67c03feb006fc23f4c41a92
cgzhangpingla,"Chinese Consul General in Los Angeles, CA",United States,united states,Ambassadors & Representatives,,,united states;china,Ambassadors&Representatives,"Chinese Consul General in Los Angeles, CA",,dgm_og_mentioner_v6,4eaa757443844d1f5dfc2c64a6f80c09,dgm_og_mentioner_v6__4eaa757443844d1f5dfc2c64a6f80c09
bandetijjani,Nigerian Ambassador to UN,United States,united states,Ambassadors & Representatives,,,united states;nigeria;un,Ambassadors&Representatives,Nigerian Ambassador to UN,,dgm_og_mentioner_v6,50254cc9e2ed648d0406b6b09ed0a996,dgm_og_mentioner_v6__50254cc9e2ed648d0406b6b09ed0a996
jukka_salovaara,Finnish Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;finland;un,Ambassadors&Representatives,Finnish Representative to UN,,dgm_og_mentioner_v6,c510ed102437ea9802e09ce7bb504d58,dgm_og_mentioner_v6__c510ed102437ea9802e09ce7bb504d58
ambkmcguire,Grenadian Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;grenada;un,Ambassadors&Representatives,Grenadian Representative to UN,,dgm_og_mentioner_v6,25f5ca3aecacdd2a2bd0a328eed27824,dgm_og_mentioner_v6__25f5ca3aecacdd2a2bd0a328eed27824
mmoldoisaeva,Kyrgyz Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;kyrgyz;un,Ambassadors&Representatives,Kyrgyz Representative to UN,,dgm_og_mentioner_v6,d4fac0c58ebf49440eb9bd90812f1b5a,dgm_og_mentioner_v6__d4fac0c58ebf49440eb9bd90812f1b5a
belgiuminny,Belgian Consul General in New York,United States,united states,Ambassadors & Representatives,,,united states;belgium,Ambassadors&Representatives,Belgian Consul General in New York,,dgm_og_mentioner_v6,76704fb9b8b1b4a4283f6bf6c0640ca3,dgm_og_mentioner_v6__76704fb9b8b1b4a4283f6bf6c0640ca3
finambus,Finnish Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;finland,Ambassadors&Representatives,Finnish Ambassador to US,,dgm_og_mentioner_v6,edc1eeb48296522ce592d33f6a92b750,dgm_og_mentioner_v6__edc1eeb48296522ce592d33f6a92b750
usamboas,Interim US Representative to OAS,United States,united states,Ambassadors & Representatives,,,united states;united states,Ambassadors&Representatives,Interim US Representative to OAS,,dgm_og_mentioner_v6,bcaa7bff06554585814ab95e301c62ee,dgm_og_mentioner_v6__bcaa7bff06554585814ab95e301c62ee
javlonvakhabov,Uzbek Ambassador to US and Canada,United States,united states,Ambassadors & Representatives,,,united states;uzbekistan,Ambassadors&Representatives,Uzbek Ambassador to US and Canada,,dgm_og_mentioner_v6,443dc525bc623eedf28e3ae604ce394f,dgm_og_mentioner_v6__443dc525bc623eedf28e3ae604ce394f
ambtstirumurti,Indian Ambassador to UN,United States,united states,Ambassadors & Representatives,,,united states;india;un,Ambassadors&Representatives,Indian Ambassador to UN,,dgm_og_mentioner_v6,d6e97baef3387bc4767b73ecea4ba269,dgm_og_mentioner_v6__d6e97baef3387bc4767b73ecea4ba269
craighawkenz,New Zealand Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;new zealand;un,Ambassadors&Representatives,New Zealand Representative to UN,,dgm_og_mentioner_v6,659b4b3f30a48a87d95a31b6f929c575,dgm_og_mentioner_v6__659b4b3f30a48a87d95a31b6f929c575
rsisilo,Solomon Islands Ambassador to UN and US,United States,united states,Ambassadors & Representatives,,,united states;solomon islands,Ambassadors&Representatives,Solomon Islands Ambassador to UN and US,,dgm_og_mentioner_v6,5bc1d64a72dd50750416532f793c1509,dgm_og_mentioner_v6__5bc1d64a72dd50750416532f793c1509
ambmudallali,Lebanese Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;lebanon;un,Ambassadors&Representatives,Lebanese Permanent Representative to UN,,dgm_og_mentioner_v6,054e343355254002f7be6237ad2da719,dgm_og_mentioner_v6__054e343355254002f7be6237ad2da719
smoncada_ven,Venezuelan Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;venezuela;un,Ambassadors&Representatives,Venezuelan Permanent Representative to UN,,dgm_og_mentioner_v6,06f953de2f9589f95a2a744b031b2459,dgm_og_mentioner_v6__06f953de2f9589f95a2a744b031b2459
cacerescmm,Paraguayan Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;paraguay,Ambassadors&Representatives,Paraguayan Ambassador to US,,dgm_og_mentioner_v6,9ac68d4470f1fc6c2836d44698a5374a,dgm_og_mentioner_v6__9ac68d4470f1fc6c2836d44698a5374a
cglacroix,"French Consul General in Chicago, IL",United States,united states,Ambassadors & Representatives,,,united states;france,Ambassadors&Representatives,"French Consul General in Chicago, IL",,dgm_og_mentioner_v6,70a35d0392f91ad409d72febd8566c00,dgm_og_mentioner_v6__70a35d0392f91ad409d72febd8566c00
lgbrownii,Liberian Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;liberia;un,Ambassadors&Representatives,Liberian Permanent Representative to UN,,dgm_og_mentioner_v6,03ca61fbe023cad216b8fb5fa6f68567,dgm_og_mentioner_v6__03ca61fbe023cad216b8fb5fa6f68567
audraplepyte,Lithuanian Ambassador to US and Mexico,United States,united states,Ambassadors & Representatives,,,united states;lithuania,Ambassadors&Representatives,Lithuanian Ambassador to US and Mexico,,dgm_og_mentioner_v6,96bf04e4f4b74b8a49d876c77e8f9e5c,dgm_og_mentioner_v6__96bf04e4f4b74b8a49d876c77e8f9e5c
ibragimov_bakh,Uzbek Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;uzbekistan;un,Ambassadors&Representatives,Uzbek Representative to UN,,dgm_og_mentioner_v6,eae794697c3afd89e5a75909d2c92b78,dgm_og_mentioner_v6__eae794697c3afd89e5a75909d2c92b78
kirstenhillmana,Canadian Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;canada,Ambassadors&Representatives,Canadian Ambassador to US,,dgm_og_mentioner_v6,edff530bd92ef193c6f3c2e0f0145020,dgm_og_mentioner_v6__edff530bd92ef193c6f3c2e0f0145020
geopanayotov,Bulgarian Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;bulgaria;un,Ambassadors&Representatives,Bulgarian Representative to UN,,dgm_og_mentioner_v6,b5c72b428b870b465e07d6a0e95de00a,dgm_og_mentioner_v6__b5c72b428b870b465e07d6a0e95de00a
amb_althani,Qatari Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;qatar,Ambassadors&Representatives,Qatari Ambassador to US,,dgm_og_mentioner_v6,550f72065e196046208299f538445c42,dgm_og_mentioner_v6__550f72065e196046208299f538445c42
ambwilczek,Polish Ambassador to US and The Bahamas,United States,united states,Ambassadors & Representatives,,,united states;poland,Ambassadors&Representatives,Polish Ambassador to US and The Bahamas,,dgm_og_mentioner_v6,7cb4569edcd7c48e9b67c03b489db446,dgm_og_mentioner_v6__7cb4569edcd7c48e9b67c03b489db446
josesingerw,Dominican Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;dominican republic;un,Ambassadors&Representatives,Dominican Permanent Representative to UN,,dgm_og_mentioner_v6,699db9528ac5fb55dc237f3282b89c6b,dgm_og_mentioner_v6__699db9528ac5fb55dc237f3282b89c6b
fkmohammed1,African Union Permanent Observer at UN,United States,united states,Ambassadors & Representatives,,,united states;african union,Ambassadors&Representatives,African Union Permanent Observer at UN,,dgm_og_mentioner_v6,b6ae973b4550095fff67c70768dcbc1e,dgm_og_mentioner_v6__b6ae973b4550095fff67c70768dcbc1e
milicapdj,Montenegrin Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;montenegro;un,Ambassadors&Representatives,Montenegrin Permanent Representative to UN,,dgm_og_mentioner_v6,27b65cc365324f42bd75698da36726d9,dgm_og_mentioner_v6__27b65cc365324f42bd75698da36726d9
rababfh2016,Bangladeshi Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;bangladesh;un,Ambassadors&Representatives,Bangladeshi Permanent Representative to UN,,dgm_og_mentioner_v6,a97e9cbd7dfe4956ffd01145eaf08dda,dgm_og_mentioner_v6__a97e9cbd7dfe4956ffd01145eaf08dda
cgmiamiharper,"Canadian Consul General in Miami, FL",United States,united states,Ambassadors & Representatives,,,united states;canada,Ambassadors&Representatives,"Canadian Consul General in Miami, FL",,dgm_og_mentioner_v6,711dadc2dccaffe9e42767954dd75b09,dgm_og_mentioner_v6__711dadc2dccaffe9e42767954dd75b09
