handle,caption_name,location_lower,exclude_groups,Location City,Location Country,Alternate Location (city/statge/region/country/constituency),.1,.2,Firstname,Lastname,Entity Type,Entity Type 2,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
rajeev_goi,Indian Legislator Chandrasekhar,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,News,Indian Legislator Chandrasekhar,,int_leg_handles,0308fcbcb1bf521e469c19b1e639e5ab,int_leg_handles__0308fcbcb1bf521e469c19b1e639e5ab
nsitharaman,Indian Legislator Sitharaman,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Keyphrase,Indian Legislator Sitharaman,,int_leg_handles,fb628b9c993c1cebbc5831a3e84221a1,int_leg_handles__fb628b9c993c1cebbc5831a3e84221a1
kcramamurthy,Indian Legislator Ramamurthy,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Person,Indian Legislator Ramamurthy,,int_leg_handles,a9cb629c06470d06f4f9dcc1e6128b0a,int_leg_handles__a9cb629c06470d06f4f9dcc1e6128b0a
h_d_devegowda,Indian Legislator Gowda,india,india,,india,,,,,,Legislator,Member of Lok Sabha,Diplomat,Indian Legislator Gowda,,int_leg_handles,89fe8b21151a644d98ebbce3ac9b7e31,int_leg_handles__89fe8b21151a644d98ebbce3ac9b7e31
jbrittas,Indian Legislator Brittas,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,ForeignMinister,Indian Legislator Brittas,,int_leg_handles,d49c6ff0488cee9f8f0ab3822656f904,int_leg_handles__d49c6ff0488cee9f8f0ab3822656f904
dr_v_sivadasan,Indian Legislator Sivadasan,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,LegislativeCommittee,Indian Legislator Sivadasan,,int_leg_handles,161a7a08682386d5896da09b0bea05be,int_leg_handles__161a7a08682386d5896da09b0bea05be
elamaramkareem_,Indian Legislator Kareem,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,FTO,Indian Legislator Kareem,,int_leg_handles,d223ba2eca18c54c795927b8971e2ba9,int_leg_handles__d223ba2eca18c54c795927b8971e2ba9
ksomaprasad,Indian Legislator Somaprasad,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Person,Indian Legislator Somaprasad,,int_leg_handles,c6adc5c35799aaf952f003feb64ddb2a,int_leg_handles__c6adc5c35799aaf952f003feb64ddb2a
abdulwahabpv,Indian Legislator Wahab,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,ForeignMinister,Indian Legislator Wahab,,int_leg_handles,b481a72bc452a98ed96cd79f2951c6fc,int_leg_handles__b481a72bc452a98ed96cd79f2951c6fc
binoyviswam1,Indian Legislator Viswam,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,FTO,Indian Legislator Viswam,,int_leg_handles,5e21ce55d59a190798855687aa430ea9,int_leg_handles__5e21ce55d59a190798855687aa430ea9
shreyamskumarmv,Indian Legislator Kumar,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,News,Indian Legislator Kumar,,int_leg_handles,c34419d44732d8a9ce70ea282a45c441,int_leg_handles__c34419d44732d8a9ce70ea282a45c441
jm_scindia,Indian Minister of Civil Aviation Scindia,india,india,,india,,,,,,Legislator,Minister of Civil Aviation,LegislativeCommittee,Indian Minister of Civil Aviation Scindia,,int_leg_handles,813b8a70566e84b209e9e0f6b9ad5216,int_leg_handles__813b8a70566e84b209e9e0f6b9ad5216
drsumersolanki1,Indian Legislator Solanki,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Diplomat,Indian Legislator Solanki,,int_leg_handles,0b88140b7cd8cce90e259fe1f7e8cdb9,int_leg_handles__0b88140b7cd8cce90e259fe1f7e8cdb9
dpradhanbjp,Indian Minister of Education Pradhan,india,india,,india,,,,,,Legislator,Minister of Education,Keyphrase,Indian Minister of Education Pradhan,,int_leg_handles,54fc256c112d7926ff03df69a0c23b0a,int_leg_handles__54fc256c112d7926ff03df69a0c23b0a
kailashsoninsp,Indian Legislator Soni,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,space,Indian Legislator Soni,,int_leg_handles,af0af8387b58a8518f069a029a8b2342,int_leg_handles__af0af8387b58a8518f069a029a8b2342
mpajaypratap,Indian Legislator Singh,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,ForeignMinistry,Indian Legislator Singh,,int_leg_handles,78cb801ee010d7ad6c6fe8910502f9f0,int_leg_handles__78cb801ee010d7ad6c6fe8910502f9f0
sampatiyauikey,Indian Legislator Uike,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,ForeignMinistry,Indian Legislator Uike,,int_leg_handles,9229d207235253740edbc33f2435550d,int_leg_handles__9229d207235253740edbc33f2435550d
mjakbar,Indian Legislator Akbar,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,News,Indian Legislator Akbar,,int_leg_handles,f411fb63e5f4d6d40fea1da7f1b764f4,int_leg_handles__f411fb63e5f4d6d40fea1da7f1b764f4
digvijaya_28,Indian Legislator Singh,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Diplomat,Indian Legislator Singh,,int_leg_handles,e39c5825f6ef5665bb646437d45a3bbe,int_leg_handles__e39c5825f6ef5665bb646437d45a3bbe
rajmanipatelinc,Indian Legislator Patel,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Wells,Indian Legislator Patel,,int_leg_handles,abb906e02f6e46cb3e8be00ecb109289,int_leg_handles__abb906e02f6e46cb3e8be00ecb109289
vtankha,Indian Legislator Tankha,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Shipping,Indian Legislator Tankha,,int_leg_handles,d293df24198a2be952cc388fd56093d0,int_leg_handles__d293df24198a2be952cc388fd56093d0
chh_udayanraje,Indian Legislator Bhosale,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Legislator,Indian Legislator Bhosale,,int_leg_handles,d849cf5da9789b2d8ba89c54cbe9f49f,int_leg_handles__d849cf5da9789b2d8ba89c54cbe9f49f
drbhagwatkarad,Indian Legislator Karad,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Organization,Indian Legislator Karad,,int_leg_handles,df7e122f8deb40feda65f7f83e08fd2a,int_leg_handles__df7e122f8deb40feda65f7f83e08fd2a
prakashjavdekar,Indian Legislator Javadekar,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Legislator,Indian Legislator Javadekar,,int_leg_handles,2d551bcc1910754388cea790c00dd42e,int_leg_handles__2d551bcc1910754388cea790c00dd42e
menarayanrane,"Indian Minister of Micro, Small and Medium Enterprises Rane",india,india,,india,,,,,,Legislator,"Minister of Micro, Small and Medium Enterprises",News,"Indian Minister of Micro, Small and Medium Enterprises Rane",,int_leg_handles,265a3033adf30e42df2723b6d69b9aad,int_leg_handles__265a3033adf30e42df2723b6d69b9aad
vmbjp,Indian Legislator Muraleedharan,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Wells,Indian Legislator Muraleedharan,,int_leg_handles,a2fa167a5e7865535b5248c55f2b0d2d,int_leg_handles__a2fa167a5e7865535b5248c55f2b0d2d
piyushgoyal,Indian Minister of Textiles Goyal,india,india,,india,,,,,,Legislator,Minister of Textiles,CompanyKeyword,Indian Minister of Textiles Goyal,,int_leg_handles,2e4db55691b8ff48b19a4f496142526f,int_leg_handles__2e4db55691b8ff48b19a4f496142526f
vinay1011,Indian Legislator Sahasrabuddhe,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,space,Indian Legislator Sahasrabuddhe,,int_leg_handles,a273543df177e5f572dd09ac196027af,int_leg_handles__a273543df177e5f572dd09ac196027af
mpvikasmahatme,Indian Legislator Mahatme,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Exec,Indian Legislator Mahatme,,int_leg_handles,ae1e44741c644ba6e1055efc0465dd9f,int_leg_handles__ae1e44741c644ba6e1055efc0465dd9f
pawarspeaks,Indian Legislator Pawar,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,DiplomaticFacilities,Indian Legislator Pawar,,int_leg_handles,2ecde7f83c2c264cd5819e3b7f243253,int_leg_handles__2ecde7f83c2c264cd5819e3b7f243253
mpvandanachavan,Indian Legislator Chavan,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Media,Indian Legislator Chavan,,int_leg_handles,add1f7045286b8b4f66de56e3b105813,int_leg_handles__add1f7045286b8b4f66de56e3b105813
praful_patel,Indian Legislator Patel,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Exec,Indian Legislator Patel,,int_leg_handles,4b4774bfb2e909d36ea42878c3cc2e1b,int_leg_handles__4b4774bfb2e909d36ea42878c3cc2e1b
priyankac19,Indian Legislator Chaturvedi,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,IndustryTerm,Indian Legislator Chaturvedi,,int_leg_handles,3d67b4e49bd42d589c21eb2d48a91447,int_leg_handles__3d67b4e49bd42d589c21eb2d48a91447
ianildesai,Indian Legislator Desai,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,AAEntity,Indian Legislator Desai,,int_leg_handles,7b90ef6a7cd5c90632558682856650d7,int_leg_handles__7b90ef6a7cd5c90632558682856650d7
rautsanjay61,Indian Legislator Raut,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,IndustryTerm,Indian Legislator Raut,,int_leg_handles,bb91929528789fd5bb843460c3e5b8c6,int_leg_handles__bb91929528789fd5bb843460c3e5b8c6
kumarketkar,Indian Legislator Ketkar,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,AAEntity,Indian Legislator Ketkar,,int_leg_handles,b45d5d0b4a25bf565bdd726af7301bb1,int_leg_handles__b45d5d0b4a25bf565bdd726af7301bb1
pchidambaram_in,Indian Legislator Chidambaram,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Organization,Indian Legislator Chidambaram,,int_leg_handles,b5360d446bd78b434c5925577ebe436d,int_leg_handles__b5360d446bd78b434c5925577ebe436d
ramdasathawale,Indian Legislator Athawale,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Organization,Indian Legislator Athawale,,int_leg_handles,36a594bbc2acb6a9767454f76b918330,int_leg_handles__36a594bbc2acb6a9767454f76b918330
maharajamanipur,Indian Legislator Sanajaoba,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,DiplomaticFacilities,Indian Legislator Sanajaoba,,int_leg_handles,45f3fc6b40d45b6c5be9650ee12cca41,int_leg_handles__45f3fc6b40d45b6c5be9650ee12cca41
vanlalvenak,Indian Legislator Vanlalvena,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Legislator,Indian Legislator Vanlalvena,,int_leg_handles,54ff2deeb9c3c9a1c716775dacf90670,int_leg_handles__54ff2deeb9c3c9a1c716775dacf90670
sujeetkofficial,Indian Legislator Kumar,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,CompanyKeyword,Indian Legislator Kumar,,int_leg_handles,adf7907bf5cfcbc9f6c9e936ec6d2181,int_leg_handles__adf7907bf5cfcbc9f6c9e936ec6d2181
mamatamohanta5,Indian Legislator Mohanta,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,AAEntity,Indian Legislator Mohanta,,int_leg_handles,09e990e4191ea4e62c9bf5f365a3b28d,int_leg_handles__09e990e4191ea4e62c9bf5f365a3b28d
amar4odisha,Indian Legislator Patnaik,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Legislator,Indian Legislator Patnaik,,int_leg_handles,05c211cdd75dad82d8a94db6290a828f,int_leg_handles__05c211cdd75dad82d8a94db6290a828f
sasmitpatra,Indian Legislator Patra,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,FTO,Indian Legislator Patra,,int_leg_handles,5de8c21490a7ea9e99e0b983e623f4f4,int_leg_handles__5de8c21490a7ea9e99e0b983e623f4f4
prasana_acharya,Indian Legislator Acharya,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Pipeline,Indian Legislator Acharya,,int_leg_handles,82c8217809c760f2fd1e0003fbf087c5,int_leg_handles__82c8217809c760f2fd1e0003fbf087c5
nbrofficial,Indian Legislator Rao,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Refinery,Indian Legislator Rao,,int_leg_handles,c42943af8abdacf981ae5bfd28df9d4f,int_leg_handles__c42943af8abdacf981ae5bfd28df9d4f
ashwinivaishnaw,Indian Legislator Vaishnaw,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,CompanyKeyword,Indian Legislator Vaishnaw,,int_leg_handles,4ecc7a1ddbc94d4f9544a74760ce503d,int_leg_handles__4ecc7a1ddbc94d4f9544a74760ce503d
ambika1942,Indian Legislator Soni,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Pipeline,Indian Legislator Soni,,int_leg_handles,e0aa3c4b8bd56f236405f1319c67a4cf,int_leg_handles__e0aa3c4b8bd56f236405f1319c67a4cf
dullomp,Indian Legislator Shamsher,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Media,Indian Legislator Shamsher,,int_leg_handles,088e0b893f252c39d5318d3f32285891,int_leg_handles__088e0b893f252c39d5318d3f32285891
sukhdevdhindsa1,Indian Legislator Dhindsa,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,AAEntity,Indian Legislator Dhindsa,,int_leg_handles,17cc4b44b124b0cda7cc3d8ab5ec6c30,int_leg_handles__17cc4b44b124b0cda7cc3d8ab5ec6c30
shwait_malik,Indian Legislator Malik,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,DiplomaticFacilities,Indian Legislator Malik,,int_leg_handles,bcd751690258abedd87e3fa2fe0eff42,int_leg_handles__bcd751690258abedd87e3fa2fe0eff42
rajendra_gehlot,Indian Legislator Gehlot,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Wells,Indian Legislator Gehlot,,int_leg_handles,64c55c6320800e4b987afcba00e1d66c,int_leg_handles__64c55c6320800e4b987afcba00e1d66c
drkirodilalbjp,Indian Legislator Meena,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,DiplomaticFacilities,Indian Legislator Meena,,int_leg_handles,a26ba9411804a98130679e59a2dabd10,int_leg_handles__a26ba9411804a98130679e59a2dabd10
byadavbjp,Indian Legislator Yadav,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Legislator,Indian Legislator Yadav,,int_leg_handles,ce9b7748365d32ab69c37b9a8b498a6a,int_leg_handles__ce9b7748365d32ab69c37b9a8b498a6a
ommathur_bjp,Indian Legislator Mathur,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Person,Indian Legislator Mathur,,int_leg_handles,31178ca84f69dc2ff42aa0fc4079c2e4,int_leg_handles__31178ca84f69dc2ff42aa0fc4079c2e4
ramkumarvermamp,Indian Legislator Verma,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Refinery,Indian Legislator Verma,,int_leg_handles,53804d8a0d64817ee1abeb7324667569,int_leg_handles__53804d8a0d64817ee1abeb7324667569
dungarpursingh,Indian Legislator Dungarpur,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,space,Indian Legislator Dungarpur,,int_leg_handles,4f9a518804ce9fd834f49b90cdd1783e,int_leg_handles__4f9a518804ce9fd834f49b90cdd1783e
kjalphons,Indian Legislator Kannanthanam,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Diplomat,Indian Legislator Kannanthanam,,int_leg_handles,43eb5f2526788514bf1208bbcba34b90,int_leg_handles__43eb5f2526788514bf1208bbcba34b90
kcvenugopalmp,Indian Legislator Venugopal,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,CompanyKeyword,Indian Legislator Venugopal,,int_leg_handles,e79a776988c9378fc4d04a88921bfa32,int_leg_handles__e79a776988c9378fc4d04a88921bfa32
neerajdangiinc,Indian Legislator Dangi,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,DiplomaticFacilities,Indian Legislator Dangi,,int_leg_handles,6ced6698ad90c4757c22b226328c95fe,int_leg_handles__6ced6698ad90c4757c22b226328c95fe
pmanmohansingh,Indian Legislator Singh,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,AAEntity,Indian Legislator Singh,,int_leg_handles,f8f838ae139a12a59d1193ce5308ac49,int_leg_handles__f8f838ae139a12a59d1193ce5308ac49
tiruchisiva,Indian Legislator Siva,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,IndustryTerm,Indian Legislator Siva,,int_leg_handles,a0de6e8248573d127b26bb22d0ab05bd,int_leg_handles__a0de6e8248573d127b26bb22d0ab05bd
nrelango_dmk,Indian Legislator Elango,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,CompanyKeyword,Indian Legislator Elango,,int_leg_handles,4609d5757692baaf6a9b3970a840deef,int_leg_handles__4609d5757692baaf6a9b3970a840deef
anthiyrselvaraj,Indian Legislator Selvaraj,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,AAEntity,Indian Legislator Selvaraj,,int_leg_handles,65e8d098dff0cb3f8fb0108b45a66f03,int_leg_handles__65e8d098dff0cb3f8fb0108b45a66f03
pwilsondmk,Indian Legislator Wilson,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Refinery,Indian Legislator Wilson,,int_leg_handles,c88ce9641729d72bcf6a51895168422e,int_leg_handles__c88ce9641729d72bcf6a51895168422e
dr_mthambidurai,Indian Legislator Thambidurai,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,ForeignMinister,Indian Legislator Thambidurai,,int_leg_handles,0ed1a54b9623924a7b96ae1e5c2a845e,int_leg_handles__0ed1a54b9623924a7b96ae1e5c2a845e
chandraseghara1,Indian Legislator Chandrasegharan,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Organization,Indian Legislator Chandrasegharan,,int_leg_handles,fd57bc288a325ef459ecf3571c4ec361,int_leg_handles__fd57bc288a325ef459ecf3571c4ec361
srbkovai,Indian Legislator Balasubramoniyan,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Wells,Indian Legislator Balasubramoniyan,,int_leg_handles,59e2ec69acfe16fad4b8276f937198a3,int_leg_handles__59e2ec69acfe16fad4b8276f937198a3
tmcfortn,Former Indian Legislator Vasan,india,india,,india,,,,,,Legislator,Former Member of Rajya Sabha,ForeignMinistry,Former Indian Legislator Vasan,,int_leg_handles,7830404513f59b50adea961880deb753,int_leg_handles__7830404513f59b50adea961880deb753
draramadoss,Indian Legislator Ramadoss,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Wells,Indian Legislator Ramadoss,,int_leg_handles,2a3329959c7d3ae80e2a0b028eb61c91,int_leg_handles__2a3329959c7d3ae80e2a0b028eb61c91
mdmkvaiko,Indian Legislator Gopalsamy,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Exec,Indian Legislator Gopalsamy,,int_leg_handles,9a5eb4da2ea268c3e41cca0ef71484c9,int_leg_handles__9a5eb4da2ea268c3e41cca0ef71484c9
krsureshreddy,Indian Legislator Reddy,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,LegislativeCommittee,Indian Legislator Reddy,,int_leg_handles,9fe7c7e6c7c7faf814c04e69eafcd339,int_leg_handles__9fe7c7e6c7c7faf814c04e69eafcd339
mp_rajyasabha,Indian Legislator Prakash,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,AAEntity,Indian Legislator Prakash,,int_leg_handles,bb62780166e7e920978fb03beaf948c4,int_leg_handles__bb62780166e7e920978fb03beaf948c4
mplingaiahyadav,Indian Legislator Yadav,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,IndustryTerm,Indian Legislator Yadav,,int_leg_handles,803e64f7d3cbc8c80311acdd212e6b0f,int_leg_handles__803e64f7d3cbc8c80311acdd212e6b0f
mpsantoshtrs,Indian Legislator Kumar,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Consulates,Indian Legislator Kumar,,int_leg_handles,e9ff9b3f4934ddb74c6526b3f7e43ca1,int_leg_handles__e9ff9b3f4934ddb74c6526b3f7e43ca1
vlkrao,Indian Legislator Rao,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,AAEntity,Indian Legislator Rao,,int_leg_handles,5d2c19667eb43f9d8df106fecc920621,int_leg_handles__5d2c19667eb43f9d8df106fecc920621
arunsinghbjp,Indian Legislator Singh,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,FTO,Indian Legislator Singh,,int_leg_handles,fa35915be37f164a2bc99ddcb521515d,int_leg_handles__fa35915be37f164a2bc99ddcb521515d
hardeepspuri,Indian Legislator Puri,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,IndustryTerm,Indian Legislator Puri,,int_leg_handles,a19010cadcb23835f2b075d53a26e675,int_leg_handles__a19010cadcb23835f2b075d53a26e675
hardwardubey,Indian Legislator Dubey,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,FTO,Indian Legislator Dubey,,int_leg_handles,1377a72d97d28f5729ff69f06f7e92cc,int_leg_handles__1377a72d97d28f5729ff69f06f7e92cc
mpneerajshekhar,Indian Legislator Shekhar,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Keyphrase,Indian Legislator Shekhar,,int_leg_handles,435bcf9cf4cbf0e63d03bb34ee369750,int_leg_handles__435bcf9cf4cbf0e63d03bb34ee369750
brijlal_ips,Indian Legislator Lal,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,LegislativeCommittee,Indian Legislator Lal,,int_leg_handles,c5f00fd30ffd99797700dbbb457198df,int_leg_handles__c5f00fd30ffd99797700dbbb457198df
seemad_bjp,Indian Legislator Dwivedi,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,space,Indian Legislator Dwivedi,,int_leg_handles,76e85013429616d5dfe0dec5707071db,int_leg_handles__76e85013429616d5dfe0dec5707071db
shakya_geeta,Indian Legislator Shakya,india,india,,india,,,,,,Legislator,Member of Rajya Sabha,Person,Indian Legislator Shakya,,int_leg_handles,37097e8145357dc6e8682d3748942c9d,int_leg_handles__37097e8145357dc6e8682d3748942c9d
