keyword,caption_name,groups,Location,Title,City,Organization Name (child),Organization Name (Intermediate),Twitter Handle,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
nigerian foreign minister,Nigerian Foreign Minister Onyeama,foreign minister,,,,,,,Consulates,Nigerian Foreign Minister Onyeama,,bp_mentionee,f3fa59de2a211614ed0331ef1a5c4044,bp_mentionee__f3fa59de2a211614ed0331ef1a5c4044
slovak foreign minister,Slovak Foreign Minister Korcok,foreign minister,,,,,,,Refinery,Slovak Foreign Minister Korcok,,bp_mentionee,212e7068d815cb7daac55f910d1cc559,bp_mentionee__212e7068d815cb7daac55f910d1cc559
uk foreign secretary raab,UK Foreign Secretary Raab,foreign minister,,,,,,,IndustryTerm,UK Foreign Secretary Raab,,bp_mentionee,6854e6a4fab31a7777c288d3758b6f24,bp_mentionee__6854e6a4fab31a7777c288d3758b6f24
vietnam foreign minister,Vietnam Foreign Minister Pham Binh Minh,foreign minister,,,,,,,Organization,Vietnam Foreign Minister Pham Binh Minh,,bp_mentionee,7a8a5884a18d5b133fd356b199c0fdc7,bp_mentionee__7a8a5884a18d5b133fd356b199c0fdc7
sri lankan foreign minister,Sri Lankan Foreign Minister Gunawardena,foreign minister,,,,,,,Shipping,Sri Lankan Foreign Minister Gunawardena,,bp_mentionee,8bffeddf5f90bf4397e3e0304b0e6fe0,bp_mentionee__8bffeddf5f90bf4397e3e0304b0e6fe0
somalian foreign minister,Somalian Foreign Minister Awad,foreign minister,,,,,,,Consulates,Somalian Foreign Minister Awad,,bp_mentionee,e90cead8ae2d307b125b4e32315b76d0,bp_mentionee__e90cead8ae2d307b125b4e32315b76d0
liechtensteiner foreign minister,Liechtensteiner Foreign Minister Eggenberger,foreign minister,,,,,,,Consulates,Liechtensteiner Foreign Minister Eggenberger,,bp_mentionee,8d81463d4e1f8b50257a1b956bf34ef5,bp_mentionee__8d81463d4e1f8b50257a1b956bf34ef5
nepalese foreign minister,Nepalese Foreign Minister Gyawali,foreign minister,,,,,,,Person,Nepalese Foreign Minister Gyawali,,bp_mentionee,d3061559a4959a3c5c39950a04dc846a,bp_mentionee__d3061559a4959a3c5c39950a04dc846a
somalian foreign minister,Somalian Foreign Minister Abdirizak,foreign minister,,,,,,,Wells,Somalian Foreign Minister Abdirizak,,bp_mentionee,af20c049f3118b14e40cef7592c500a1,bp_mentionee__af20c049f3118b14e40cef7592c500a1
romanian foreign minister,Romanian Foreign Minister Aurescu,foreign minister,,,,,,,CompanyKeyword,Romanian Foreign Minister Aurescu,,bp_mentionee,d3a814e02772e052eebba1ca37670e2e,bp_mentionee__d3a814e02772e052eebba1ca37670e2e
ukrainian foreign minister,Ukrainian Foreign Minister Kuleba,foreign minister,,,,,,,Consulates,Ukrainian Foreign Minister Kuleba,,bp_mentionee,9e41f297578bfa8d95cebadb8a5848b6,bp_mentionee__9e41f297578bfa8d95cebadb8a5848b6
burundian foreign minister,Burundian Foreign Minister Shingiro,foreign minister,,,,,,,CompanyKeyword,Burundian Foreign Minister Shingiro,,bp_mentionee,f31839675603b7439d9c1b0382bc0851,bp_mentionee__f31839675603b7439d9c1b0382bc0851
dominican foreign minister,Dominican Foreign Minister Darroux,foreign minister,,,,,,,DiplomaticFacilities,Dominican Foreign Minister Darroux,,bp_mentionee,319e43a91777404fcdd9ed0cd1974a04,bp_mentionee__319e43a91777404fcdd9ed0cd1974a04
colombian foreign minister,Colombian Foreign Minister Blum,foreign minister,,,,,,,Person,Colombian Foreign Minister Blum,,bp_mentionee,eaad5e6a13be52c484fbb94dfb26c9e6,bp_mentionee__eaad5e6a13be52c484fbb94dfb26c9e6
mognolian foreign minister,Mognolian Foreign Minister Nyamtseren,foreign minister,,,,,,,Organization,Mognolian Foreign Minister Nyamtseren,,bp_mentionee,6f1fd5d81aea37b506a843f2350f9c2c,bp_mentionee__6f1fd5d81aea37b506a843f2350f9c2c
jamaican foreign minister,Jamaican Foreign Minister Smith,foreign minister,,,,,,,Exec,Jamaican Foreign Minister Smith,,bp_mentionee,6c3c6d8af415e993ffe31e65d1ed9c0e,bp_mentionee__6c3c6d8af415e993ffe31e65d1ed9c0e
pakistani foreign minister,Pakistani Foreign Minister Qureshi,foreign minister,,,,,,,News,Pakistani Foreign Minister Qureshi,,bp_mentionee,f655287b5b0e91affbce1e61e8909187,bp_mentionee__f655287b5b0e91affbce1e61e8909187
malawian foreign minister,Malawian Foreign Minister Eisenhower Mkaka,foreign minister,,,,,,,Media,Malawian Foreign Minister Eisenhower Mkaka,,bp_mentionee,1871b89d369d9318bf9660fc1197db98,bp_mentionee__1871b89d369d9318bf9660fc1197db98
australian foreign minister,Australian Foreign Minister Payne,foreign minister,,,,,,,CompanyKeyword,Australian Foreign Minister Payne,,bp_mentionee,7964bf83afeb4ac19058cff6e30e6f2f,bp_mentionee__7964bf83afeb4ac19058cff6e30e6f2f
timor-leste foreign minister,Timor-Leste Foreign Minister Magno,foreign minister,,,,,,,space,Timor-Leste Foreign Minister Magno,,bp_mentionee,acda60073be0eab94f52723ad66f324f,bp_mentionee__acda60073be0eab94f52723ad66f324f
togolese foreign minister,Togolese Foreign Minister Dussey,foreign minister,,,,,,,Person,Togolese Foreign Minister Dussey,,bp_mentionee,9065147fc2f4a346d0dde19f25f88e53,bp_mentionee__9065147fc2f4a346d0dde19f25f88e53
panamian foreign minister,Panamian Foreign Minister Mouynes,foreign minister,,,,,,,Media,Panamian Foreign Minister Mouynes,,bp_mentionee,37072156425dcfe4ffc2deae5db52fab,bp_mentionee__37072156425dcfe4ffc2deae5db52fab
burkina faso foreign minister,Burkina Faso Foreign Minister Barry,foreign minister,,,,,,,ForeignMinistry,Burkina Faso Foreign Minister Barry,,bp_mentionee,68a1d3562b2eb52bf27524b55b892c98,bp_mentionee__68a1d3562b2eb52bf27524b55b892c98
french foreign minister,French Foreign Minister Le Drian,foreign minister,,,,,,,IndustryTerm,French Foreign Minister Le Drian,,bp_mentionee,49f44c5879d1555114e9d672f1bd3194,bp_mentionee__49f44c5879d1555114e9d672f1bd3194
spanish foreign minister,Spanish Foreign Minister Gonzalez Laya,foreign minister,,,,,,,ForeignMinister,Spanish Foreign Minister Gonzalez Laya,,bp_mentionee,e98da213b958943df402cc4341b9ac3a,bp_mentionee__e98da213b958943df402cc4341b9ac3a
omani foreign minister,Omani Foreign Minister Albusaidi,foreign minister,,,,,,,ForeignMinister,Omani Foreign Minister Albusaidi,,bp_mentionee,b18780aca03083c49aa5fa7963a1caef,bp_mentionee__b18780aca03083c49aa5fa7963a1caef
us secretary of state blinken,US Secretary of State Blinken,foreign minister,,,,,,,Media,US Secretary of State Blinken,,bp_mentionee,2db6047aebcfb72be1ec81ea15bfc177,bp_mentionee__2db6047aebcfb72be1ec81ea15bfc177
haitian foreign minister,Haitian Foreign Minister Joseph,foreign minister,,,,,,,Pipeline,Haitian Foreign Minister Joseph,,bp_mentionee,231fbff6b4ffc9d8d7a9d2d24f8e4645,bp_mentionee__231fbff6b4ffc9d8d7a9d2d24f8e4645
macedonian foreign minister,Macedonian Foreign Minister Osmani,foreign minister,,,,,,,Organization,Macedonian Foreign Minister Osmani,,bp_mentionee,7d361aabb306871ed83c07adcb59b436,bp_mentionee__7d361aabb306871ed83c07adcb59b436
maldivian foreign minister,Maldivian Foreign Minister Shahid,foreign minister,,,,,,,Wells,Maldivian Foreign Minister Shahid,,bp_mentionee,7a021afebd4cdb7e88e7977989d4f10b,bp_mentionee__7a021afebd4cdb7e88e7977989d4f10b
belgian foreign minister,Belgian Foreign Minister Wilmes,foreign minister,,,,,,,Legislator,Belgian Foreign Minister Wilmes,,bp_mentionee,f8bf74f1fc0d47b1c1fd54bb1707fedc,bp_mentionee__f8bf74f1fc0d47b1c1fd54bb1707fedc
andorran foreign minister,Andorran Foreign Minister Ubach Font,foreign minister,,,,,,,FTO,Andorran Foreign Minister Ubach Font,,bp_mentionee,3ba16134b3301ed137f2249282b83963,bp_mentionee__3ba16134b3301ed137f2249282b83963
cypriot foreign minister,Cypriot Foreign Minister Christodoulides,foreign minister,,,,,,,News,Cypriot Foreign Minister Christodoulides,,bp_mentionee,5fc88d71ae605cd068700a359daa3bf4,bp_mentionee__5fc88d71ae605cd068700a359daa3bf4
uae foreign minister,UAE Foreign Minister Zayed,foreign minister,,,,,,,ForeignMinistry,UAE Foreign Minister Zayed,,bp_mentionee,92eb22632a44422cc7c763ab8f541bca,bp_mentionee__92eb22632a44422cc7c763ab8f541bca
slovenian foreign minister,Slovenian Foreign Minister Logar,foreign minister,,,,,,,space,Slovenian Foreign Minister Logar,,bp_mentionee,3623db9ea2b579359bd45f617fb971ec,bp_mentionee__3623db9ea2b579359bd45f617fb971ec
maltese foreign minister,Maltese Foreign Minister Bartolo,foreign minister,,,,,,,IndustryTerm,Maltese Foreign Minister Bartolo,,bp_mentionee,57f267c79c32d355798213825ed1c70f,bp_mentionee__57f267c79c32d355798213825ed1c70f
saudi foreign minister,Saudi Foreign Minister Farhan,foreign minister,,,,,,,Consulates,Saudi Foreign Minister Farhan,,bp_mentionee,904f15d288a73846d207545c49bf1599,bp_mentionee__904f15d288a73846d207545c49bf1599
beninese foreign minister,Beninese Foreign Minister Agbenonci,foreign minister,,,,,,,ForeignMinistry,Beninese Foreign Minister Agbenonci,,bp_mentionee,cb5f5a34344de6e4dd528d3ed7e240dc,bp_mentionee__cb5f5a34344de6e4dd528d3ed7e240dc
cote d'ivoire foreign minister,Cote d'Ivoire Foreign Minister Coulibaly,foreign minister,,,,,,,Pipeline,Cote d'Ivoire Foreign Minister Coulibaly,,bp_mentionee,2fbb476412c64d3d970c1b363bc30915,bp_mentionee__2fbb476412c64d3d970c1b363bc30915
botswanan foreign minister,Botswanan Foreign Minister Kwape,foreign minister,,,,,,,Exec,Botswanan Foreign Minister Kwape,,bp_mentionee,23fdbaf06ad1233f0235cafdbbdfc314,bp_mentionee__23fdbaf06ad1233f0235cafdbbdfc314
rwandan foreign minister,Rwandan Foreign Minister Biruta,foreign minister,,,,,,,IndustryTerm,Rwandan Foreign Minister Biruta,,bp_mentionee,c89394fcffcdd733ad4f257373bcaef6,bp_mentionee__c89394fcffcdd733ad4f257373bcaef6
moldovan foreign minister,Moldovan Foreign Minister Popsoi,foreign minister,,,,,,,Exec,Moldovan Foreign Minister Popsoi,,bp_mentionee,a5f90fdd00d3aa95dcf51c589ee3e3da,bp_mentionee__a5f90fdd00d3aa95dcf51c589ee3e3da
new zealand foreign minister,New Zealand Foreign Minister Mahuta,foreign minister,,,,,,,Organization,New Zealand Foreign Minister Mahuta,,bp_mentionee,eca1ba52163050cc2e7ea88d41142075,bp_mentionee__eca1ba52163050cc2e7ea88d41142075
philippine foreign secretary locsin,Philippine Foreign Secretary Locsin,foreign minister,,,,,,,FTO,Philippine Foreign Secretary Locsin,,bp_mentionee,53c858af43d98f322f5047799d2158b3,bp_mentionee__53c858af43d98f322f5047799d2158b3
jordanian foreign minister,Jordanian Foreign Minister Safadi,foreign minister,,,,,,,Exec,Jordanian Foreign Minister Safadi,,bp_mentionee,574f18110b3abf6bbdadef913858d264,bp_mentionee__574f18110b3abf6bbdadef913858d264
lithuanian foreign minister,Lithuanian Foreign Minister Landsbergis,foreign minister,,,,,,,Keyphrase,Lithuanian Foreign Minister Landsbergis,,bp_mentionee,f3459da4005089624a83f6f6fd2d6083,bp_mentionee__f3459da4005089624a83f6f6fd2d6083
swiss foreign minister,Swiss Foreign Minister Cassis,foreign minister,,,,,,,IndustryTerm,Swiss Foreign Minister Cassis,,bp_mentionee,aa491febb9918d9b23aca38cbe09d1f0,bp_mentionee__aa491febb9918d9b23aca38cbe09d1f0
afghan foreign minister,Afghan Foreign Minister Haneef Atmar,foreign minister,,,,,,,LegislativeCommittee,Afghan Foreign Minister Haneef Atmar,,bp_mentionee,91d80d30d73bd3ee2435735b300b3bd4,bp_mentionee__91d80d30d73bd3ee2435735b300b3bd4
greek foreign minister,Greek Foreign Minister Dendias,foreign minister,,,,,,,Wells,Greek Foreign Minister Dendias,,bp_mentionee,c0b22e992fce5ba74d80822b44d757a7,bp_mentionee__c0b22e992fce5ba74d80822b44d757a7
japanese foreign minister,Japanese Foreign Minister Motegi,foreign minister,,,,,,,Diplomat,Japanese Foreign Minister Motegi,,bp_mentionee,65db727539d573835a1cc76d08fc4698,bp_mentionee__65db727539d573835a1cc76d08fc4698
swedish foreign minister,Swedish Foreign Minister Linde,foreign minister,,,,,,,FTO,Swedish Foreign Minister Linde,,bp_mentionee,818353436eb6afbebac0b32402d45eea,bp_mentionee__818353436eb6afbebac0b32402d45eea
dominican republic foreign minister,Dominican Republic Foreign Minister Alvarez,foreign minister,,,,,,,FTO,Dominican Republic Foreign Minister Alvarez,,bp_mentionee,c9259dff9d423fed517f3824b950f382,bp_mentionee__c9259dff9d423fed517f3824b950f382
venezuelan foreign minister,Venezuelan Foreign Minister Arreaza Montserrat,foreign minister,,,,,,,Shipping,Venezuelan Foreign Minister Arreaza Montserrat,,bp_mentionee,1fcf6e4effbfed5d13ccb790545660ec,bp_mentionee__1fcf6e4effbfed5d13ccb790545660ec
kuwaiti foreign minister,Kuwaiti Foreign Minister al-Sabah,foreign minister,,,,,,,Diplomat,Kuwaiti Foreign Minister al-Sabah,,bp_mentionee,23f0a14e519002573e2adb3ae45145c3,bp_mentionee__23f0a14e519002573e2adb3ae45145c3
malaysian foreign minister,Malaysian Foreign Minister Hussein,foreign minister,,,,,,,ForeignMinister,Malaysian Foreign Minister Hussein,,bp_mentionee,1a6753139d8ef2865e4318046f8fd05c,bp_mentionee__1a6753139d8ef2865e4318046f8fd05c
irish foreign minister,Irish Foreign Minister Coveney,foreign minister,,,,,,,Wells,Irish Foreign Minister Coveney,,bp_mentionee,203701ec5d542527bc0782c760c9451b,bp_mentionee__203701ec5d542527bc0782c760c9451b
turkish foreign minister,Turkish Foreign Minister Cavusoglu,foreign minister,,,,,,,Exec,Turkish Foreign Minister Cavusoglu,,bp_mentionee,8e1a4fa5c3b818cd529dab2dc04154ef,bp_mentionee__8e1a4fa5c3b818cd529dab2dc04154ef
kosovar foreign minister,Kosovar Foreign Minister Haradinaj-Stublla,foreign minister,,,,,,,CompanyKeyword,Kosovar Foreign Minister Haradinaj-Stublla,,bp_mentionee,123049ae353453cdc186214d535cf09c,bp_mentionee__123049ae353453cdc186214d535cf09c
canadian foreign minister,Canadian Foreign Minister Garneau,foreign minister,,,,,,,Person,Canadian Foreign Minister Garneau,,bp_mentionee,98920f1d30bec880e5e15d8bd0cafb67,bp_mentionee__98920f1d30bec880e5e15d8bd0cafb67
chilean foreign minister,Chilean Foreign Minister Allamand,foreign minister,,,,,,,Exec,Chilean Foreign Minister Allamand,,bp_mentionee,c698e6a4ad108b27ed561ba96e47e17f,bp_mentionee__c698e6a4ad108b27ed561ba96e47e17f
mexican foreign secretary ebrard,Mexican Foreign Secretary Ebrard,foreign minister,,,,,,,Exec,Mexican Foreign Secretary Ebrard,,bp_mentionee,f6568a7eebf6de96b7fb6b979d6c1e5d,bp_mentionee__f6568a7eebf6de96b7fb6b979d6c1e5d
latvian foreign minister,Latvian Foreign Minister Rinkevics,foreign minister,,,,,,,Media,Latvian Foreign Minister Rinkevics,,bp_mentionee,da5c9394832643b655112507fc0e54be,bp_mentionee__da5c9394832643b655112507fc0e54be
estonian foreign minister,Estonian Foreign Minister Liimets,foreign minister,,,,,,,Media,Estonian Foreign Minister Liimets,,bp_mentionee,88249b134d53724274f7f651175da111,bp_mentionee__88249b134d53724274f7f651175da111
italian foreign minister,Italian Foreign Minister Di Maio,foreign minister,,,,,,,DiplomaticFacilities,Italian Foreign Minister Di Maio,,bp_mentionee,a6baea6e7c9c0e56fa8cfdbf5c0468aa,bp_mentionee__a6baea6e7c9c0e56fa8cfdbf5c0468aa
bosnian foreign minister,Bosnian Foreign Minister Turkovifa,foreign minister,,,,,,,Wells,Bosnian Foreign Minister Turkovifa,,bp_mentionee,0279557425e12ef53a00b0d296ad8b62,bp_mentionee__0279557425e12ef53a00b0d296ad8b62
iranian foreign minister,Iranian Foreign Minister Zarif,foreign minister,,,,,,,AAEntity,Iranian Foreign Minister Zarif,,bp_mentionee,3b14c9bd0c6001b31105f18e8ef5491e,bp_mentionee__3b14c9bd0c6001b31105f18e8ef5491e
singaporean foreign minister,Singaporean Foreign Minister Balakrishnan,foreign minister,,,,,,,LegislativeCommittee,Singaporean Foreign Minister Balakrishnan,,bp_mentionee,05d9d3f29a049888bfc72f5052fc32e5,bp_mentionee__05d9d3f29a049888bfc72f5052fc32e5
icelandic foreign minister,Icelandic Foreign Minister Thor Thordarson,foreign minister,,,,,,,Refinery,Icelandic Foreign Minister Thor Thordarson,,bp_mentionee,3bc7d405b1b45a2c31a05483c7bc57ee,bp_mentionee__3bc7d405b1b45a2c31a05483c7bc57ee
argentine foreign minister,Argentine Foreign Minister Sola,foreign minister,,,,,,,Consulates,Argentine Foreign Minister Sola,,bp_mentionee,53f1edca46369f84a1149e8bdb44634f,bp_mentionee__53f1edca46369f84a1149e8bdb44634f
finnish foreign minister,Finnish Foreign Minister Haavisto,foreign minister,,,,,,,News,Finnish Foreign Minister Haavisto,,bp_mentionee,48488fa24eaed19af60fe7cc963f0689,bp_mentionee__48488fa24eaed19af60fe7cc963f0689
honduran foreign minister,Honduran Foreign Minister Rosales,foreign minister,,,,,,,Consulates,Honduran Foreign Minister Rosales,,bp_mentionee,a40f4981a09c77efe5058fcbc0626fe9,bp_mentionee__a40f4981a09c77efe5058fcbc0626fe9
danish foreign minister,Danish Foreign Minister Kofod,foreign minister,,,,,,,Shipping,Danish Foreign Minister Kofod,,bp_mentionee,d50f87faec8d3f1b3725e1682d1957eb,bp_mentionee__d50f87faec8d3f1b3725e1682d1957eb
german foreign minister,German Foreign Minister Maas,foreign minister,,,,,,,Pipeline,German Foreign Minister Maas,,bp_mentionee,8ce434c2e3ee10096ae03cff76c65c4d,bp_mentionee__8ce434c2e3ee10096ae03cff76c65c4d
us embassy official,US Embassy official,,united states,,,,,,Person,US Embassy official,,bp_mentionee,bc220b44c9071dceeb907af603e74ce3,bp_mentionee__bc220b44c9071dceeb907af603e74ce3
us embassy officials,US Embassy officials,,united states,,,,,,Organization,US Embassy officials,,bp_mentionee,42dc2a5922e71d95682ce26e8988242a,bp_mentionee__42dc2a5922e71d95682ce26e8988242a
american embassy official,American embassy official,,united states,,,,,,Refinery,American embassy official,,bp_mentionee,0baa9855c2c6a92b43947921aec2da91,bp_mentionee__0baa9855c2c6a92b43947921aec2da91
american embassy officials,American embassy officials,,united states,,,,,,Organization,American embassy officials,,bp_mentionee,f723e10d04507c5c9491e00c3c7283c5,bp_mentionee__f723e10d04507c5c9491e00c3c7283c5
us embassy staff,US embassy staff,,united states,,,,,,Refinery,US embassy staff,,bp_mentionee,3976c2dc550860568072c851a4bfa528,bp_mentionee__3976c2dc550860568072c851a4bfa528
us embassy employee,US embassy employee,,united states,,,,,,Shipping,US embassy employee,,bp_mentionee,d5b182b1d19d656b677bc75bf9160347,bp_mentionee__d5b182b1d19d656b677bc75bf9160347
american embassy employee,American embassy employee,,united states,,,,,,Wells,American embassy employee,,bp_mentionee,d4a890045983c2549b2ea77b036e7035,bp_mentionee__d4a890045983c2549b2ea77b036e7035
american embassy employees,American embassy employees,,united states,,,,,,space,American embassy employees,,bp_mentionee,c4d2b689146d4183b6e43a3df2979105,bp_mentionee__c4d2b689146d4183b6e43a3df2979105
us embassy employees,US embassy employees,,united states,,,,,,Organization,US embassy employees,,bp_mentionee,f74b9aa443168596e736deced7511d2f,bp_mentionee__f74b9aa443168596e736deced7511d2f
